,x_val,y_val,data_channel
303634,512,598,121.0
367552,611,543,100.0
220598,376,270,255.0
535413,849,363,158.0
361730,602,647,119.0
265099,450,231,255.0
611778,954,504,255.0
354038,591,123,255.0
322905,542,718,105.0
